price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
0.97,2.93,cerveza rubia nacional san miguel fresca botella de 33 centilitros,No promotion,cerveza rubia nacional san miguel fresca botella de 33 ,botella,33 c,1,https://www.alcampo.es/media/h1c/h02/8959768264734.jpg,Alcampo
1.21,1.21,cerveza sin alcohol alhambra botella de 1 litro,No promotion,cerveza sin alcohol alhambra botella de 1 ,botella,1 l,1,https://www.alcampo.es/media/h80/hed/8952538234910.jpg,Alcampo
1.16,2.32,cerveza sin alcohol franziskaner botella de 50 centilitros,No promotion,cerveza sin alcohol franziskaner botella de 50 ,No specified,50 ,1,https://www.alcampo.es/media/h5e/hf0/8893740285982.jpg,Alcampo
1.19,3.6,cerveza italiana peroni 33 cl.,No promotion,cerveza italiana peroni 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h2b/hb1/8941305757726.jpg,Alcampo
0.67,2.03,cerveza sin gluten daura damm lata de 33 centilitros,No promotion,cerveza sin gluten daura damm lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h5d/hd5/8890175389726.jpg,Alcampo
1.1,3.33,cerveza de trigo sin alcohol erdinger alkoholfrei botella de 33 cl.,No promotion,cerveza de trigo sin alcohol erdinger alkoholfrei botella de 33 ,botella,33 cl,1,https://www.alcampo.es/media/h48/h2d/9558660513822.gif,Alcampo
1.99,6.03,cerveza de importación belga la chouffe 33 cl.,No promotion,cerveza de importación belga la chouffe 33 ,No specified,33 cl,1,https://www.alcampo.es/media/hc6/h6b/8959863455774.jpg,Alcampo
4.39,3.32,"cerveza roja alhambra reserva, pack de 4 uds. x 33 cl.",No promotion,"cerveza roja alhambra reserva, pack de 4 ",No specified,33 cl,4,https://www.alcampo.es/media/h21/h16/10407829700638.jpg,Alcampo
0.38,1.15,cerveza amstel 100 % malta lata de 33 cl.,No promotion,cerveza amstel 100 ,lata,33 cl,1,https://www.alcampo.es/media/hc7/h4a/10472580448286.jpg,Alcampo
9.44,1.57,cerveza  clásica mahou pack 24 botellas. 25 cl.,No promotion,cerveza  clásica mahou pack 24 ,botella,25 cl,24,https://www.alcampo.es/media/h40/h89/9021154361374.jpg,Alcampo
5.69,2.87,cervezas 1906 red vintage pack 6 uds. x 33 cl.,No promotion,cervezas 1906 red vintage pack 6 ,No specified,33 cl,6,https://www.alcampo.es/media/h92/h64/9893418172446.jpg,Alcampo
0.72,2.18,cerveza tostada san miguelselecta 33 cl.,No promotion,cerveza tostada san miguelselecta 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h51/hfc/10396986900510.jpg,Alcampo
